week_ending_date,demographic,vaccination_coverage_status,pregnancy_status_at_vaccination,estimate,denominator,race_order,figure_id,preg_vac_order
2022-05-28T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.2,4950,5,2,NULL
2022-06-04T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.4,4950,5,2,NULL
2022-06-11T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.8,4947,5,2,NULL
2022-06-18T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,4961,5,2,NULL
2022-06-25T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.7,4967,5,2,NULL
2022-07-02T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.5,4999,5,2,NULL
2022-07-09T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.7,4996,5,2,NULL
2022-07-16T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,5009,5,2,NULL
2022-07-23T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.7,5020,5,2,NULL
2022-07-30T00:00:00.000,"Other, NH",Fully Vaccinated,Any,72,5035,5,2,NULL
2022-08-06T00:00:00.000,"Other, NH",Fully Vaccinated,Any,72.1,5012,5,2,NULL
2022-08-13T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.8,5014,5,2,NULL
2022-08-20T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.8,5025,5,2,NULL
2022-08-27T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.7,5018,5,2,NULL
2022-09-03T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,5000,5,2,NULL
2022-09-10T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,4964,5,2,NULL
2022-09-17T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,4978,5,2,NULL
2022-09-24T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.9,4991,5,2,NULL
2022-10-01T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.9,5021,5,2,NULL
2022-10-08T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.9,5019,5,2,NULL
2022-10-15T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.7,5057,5,2,NULL
2022-10-22T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,5107,5,2,NULL
2022-10-29T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,5145,5,2,NULL
2022-11-05T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.8,5210,5,2,NULL
2022-11-12T00:00:00.000,"Other, NH",Fully Vaccinated,Any,72,5210,5,2,NULL
2022-11-19T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.7,5249,5,2,NULL
2022-11-26T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.3,5194,5,2,NULL
2022-12-03T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.4,5189,5,2,NULL
2022-12-10T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.1,5163,5,2,NULL
2022-12-17T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.4,5167,5,2,NULL
2022-12-24T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.4,5166,5,2,NULL
2022-12-31T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.4,5124,5,2,NULL
2023-01-07T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.1,5133,5,2,NULL
2023-01-14T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.1,5141,5,2,NULL
2023-01-21T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.1,5174,5,2,NULL
2023-01-28T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.9,5162,5,2,NULL
2023-02-04T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71,5147,5,2,NULL
2023-02-11T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.9,5122,5,2,NULL
2023-02-18T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.9,5088,5,2,NULL
2023-02-25T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.2,5097,5,2,NULL
2023-03-04T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.3,5101,5,2,NULL
2023-03-11T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.2,5065,5,2,NULL
2023-03-18T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.9,5022,5,2,NULL
2023-03-25T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71,4935,5,2,NULL
2023-04-01T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.5,4870,5,2,NULL
2023-04-08T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,4790,5,2,NULL
2023-04-15T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,4705,5,2,NULL
2023-04-22T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,4580,5,2,NULL
2023-04-29T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,4426,5,2,NULL
2023-05-06T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,4256,5,2,NULL
2023-05-13T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.7,4104,5,2,NULL
2023-05-20T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.5,3931,5,2,NULL
2023-05-27T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.7,3785,5,2,NULL
2023-06-03T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.6,3627,5,2,NULL
2021-01-09T00:00:00.000,"White, NH",Fully Vaccinated,Any,0.3,36132,6,2,NULL
2021-01-16T00:00:00.000,"White, NH",Fully Vaccinated,Any,0.9,36284,6,2,NULL
2021-01-23T00:00:00.000,"White, NH",Fully Vaccinated,Any,1.6,36269,6,2,NULL
2021-01-30T00:00:00.000,"White, NH",Fully Vaccinated,Any,2.4,36343,6,2,NULL
2021-02-06T00:00:00.000,"White, NH",Fully Vaccinated,Any,3.4,36388,6,2,NULL
2021-02-13T00:00:00.000,"White, NH",Fully Vaccinated,Any,4.6,36311,6,2,NULL
2021-02-20T00:00:00.000,"White, NH",Fully Vaccinated,Any,5.8,36277,6,2,NULL
2021-02-27T00:00:00.000,"White, NH",Fully Vaccinated,Any,7,36327,6,2,NULL
2021-03-06T00:00:00.000,"White, NH",Fully Vaccinated,Any,8.2,36320,6,2,NULL
2021-03-13T00:00:00.000,"White, NH",Fully Vaccinated,Any,9.8,36264,6,2,NULL
2021-03-20T00:00:00.000,"White, NH",Fully Vaccinated,Any,11.7,36131,6,2,NULL
2021-03-27T00:00:00.000,"White, NH",Fully Vaccinated,Any,14.3,36022,6,2,NULL
2021-04-03T00:00:00.000,"White, NH",Fully Vaccinated,Any,16.9,35916,6,2,NULL
2021-04-10T00:00:00.000,"White, NH",Fully Vaccinated,Any,20.2,35809,6,2,NULL
2021-04-17T00:00:00.000,"White, NH",Fully Vaccinated,Any,24,35760,6,2,NULL
2021-04-24T00:00:00.000,"White, NH",Fully Vaccinated,Any,28,35609,6,2,NULL
2021-05-01T00:00:00.000,"White, NH",Fully Vaccinated,Any,31.1,35536,6,2,NULL
2021-05-08T00:00:00.000,"White, NH",Fully Vaccinated,Any,34.1,35446,6,2,NULL
2021-05-15T00:00:00.000,"White, NH",Fully Vaccinated,Any,36.5,35321,6,2,NULL
2021-05-22T00:00:00.000,"White, NH",Fully Vaccinated,Any,38.5,35286,6,2,NULL
2021-05-29T00:00:00.000,"White, NH",Fully Vaccinated,Any,40.4,35209,6,2,NULL
2021-06-05T00:00:00.000,"White, NH",Fully Vaccinated,Any,41.8,35078,6,2,NULL
2021-06-12T00:00:00.000,"White, NH",Fully Vaccinated,Any,43.1,34970,6,2,NULL
2021-06-19T00:00:00.000,"White, NH",Fully Vaccinated,Any,44.4,34856,6,2,NULL
2021-06-26T00:00:00.000,"White, NH",Fully Vaccinated,Any,45.4,34837,6,2,NULL
2021-07-03T00:00:00.000,"White, NH",Fully Vaccinated,Any,46.4,34759,6,2,NULL
2021-07-10T00:00:00.000,"White, NH",Fully Vaccinated,Any,47.5,34652,6,2,NULL
2021-07-17T00:00:00.000,"White, NH",Fully Vaccinated,Any,48.3,34569,6,2,NULL
2021-07-24T00:00:00.000,"White, NH",Fully Vaccinated,Any,49.1,34504,6,2,NULL
2021-07-31T00:00:00.000,"White, NH",Fully Vaccinated,Any,49.9,34387,6,2,NULL
2021-08-07T00:00:00.000,"White, NH",Fully Vaccinated,Any,50.8,34274,6,2,NULL
2021-08-14T00:00:00.000,"White, NH",Fully Vaccinated,Any,51.8,34191,6,2,NULL
2021-08-21T00:00:00.000,"White, NH",Fully Vaccinated,Any,52.9,34125,6,2,NULL
2021-08-28T00:00:00.000,"White, NH",Fully Vaccinated,Any,54.1,34021,6,2,NULL
2021-09-04T00:00:00.000,"White, NH",Fully Vaccinated,Any,55.3,33936,6,2,NULL
2021-09-11T00:00:00.000,"White, NH",Fully Vaccinated,Any,56.5,33774,6,2,NULL
2021-09-18T00:00:00.000,"White, NH",Fully Vaccinated,Any,57.9,33771,6,2,NULL
2021-09-25T00:00:00.000,"White, NH",Fully Vaccinated,Any,59.3,33581,6,2,NULL
2021-10-02T00:00:00.000,"White, NH",Fully Vaccinated,Any,60.4,33481,6,2,NULL
2021-10-09T00:00:00.000,"White, NH",Fully Vaccinated,Any,61.4,33375,6,2,NULL
2021-10-16T00:00:00.000,"White, NH",Fully Vaccinated,Any,62.1,33292,6,2,NULL
2021-10-23T00:00:00.000,"White, NH",Fully Vaccinated,Any,62.7,33160,6,2,NULL
2021-10-30T00:00:00.000,"White, NH",Fully Vaccinated,Any,63.2,33099,6,2,NULL
2021-11-06T00:00:00.000,"White, NH",Fully Vaccinated,Any,63.9,33041,6,2,NULL
2021-11-13T00:00:00.000,"White, NH",Fully Vaccinated,Any,64.3,33045,6,2,NULL
2021-11-20T00:00:00.000,"White, NH",Fully Vaccinated,Any,64.7,32969,6,2,NULL
2021-11-27T00:00:00.000,"White, NH",Fully Vaccinated,Any,64.9,32971,6,2,NULL
2021-12-04T00:00:00.000,"White, NH",Fully Vaccinated,Any,65.2,33028,6,2,NULL
2021-12-11T00:00:00.000,"White, NH",Fully Vaccinated,Any,65.5,32974,6,2,NULL
2021-12-18T00:00:00.000,"White, NH",Fully Vaccinated,Any,65.7,32991,6,2,NULL
2021-12-25T00:00:00.000,"White, NH",Fully Vaccinated,Any,65.9,32960,6,2,NULL
2022-01-01T00:00:00.000,"White, NH",Fully Vaccinated,Any,66.3,33022,6,2,NULL
2022-01-08T00:00:00.000,"White, NH",Fully Vaccinated,Any,66.6,32927,6,2,NULL
2022-01-15T00:00:00.000,"White, NH",Fully Vaccinated,Any,66.7,32848,6,2,NULL
2022-01-22T00:00:00.000,"White, NH",Fully Vaccinated,Any,66.9,32814,6,2,NULL
2022-01-29T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.2,32800,6,2,NULL
2022-02-05T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.4,32807,6,2,NULL
2022-02-12T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.5,32788,6,2,NULL
2022-02-19T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.6,32647,6,2,NULL
2022-02-26T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,32663,6,2,NULL
2022-03-05T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,32581,6,2,NULL
2022-03-12T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,32435,6,2,NULL
2022-03-19T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.9,32375,6,2,NULL
2022-03-26T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.9,32303,6,2,NULL
2022-04-02T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,32269,6,2,NULL
2022-04-09T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,32225,6,2,NULL
2022-04-16T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.9,32228,6,2,NULL
2022-04-23T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,32155,6,2,NULL
2022-04-30T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.9,32170,6,2,NULL
2022-05-07T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.9,32059,6,2,NULL
2022-05-14T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31977,6,2,NULL
2022-05-21T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31955,6,2,NULL
2022-05-28T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31857,6,2,NULL
2022-06-04T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,31712,6,2,NULL
2022-06-11T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31629,6,2,NULL
2022-06-18T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31633,6,2,NULL
2022-06-25T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31640,6,2,NULL
2022-07-02T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,31661,6,2,NULL
2022-07-09T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31667,6,2,NULL
2022-07-16T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31764,6,2,NULL
2022-07-23T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31685,6,2,NULL
2022-07-30T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31662,6,2,NULL
2022-08-06T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31757,6,2,NULL
2022-08-13T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,31756,6,2,NULL
2022-08-20T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,31830,6,2,NULL
2022-08-27T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,31841,6,2,NULL
2022-09-03T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,31817,6,2,NULL
2022-09-10T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,31778,6,2,NULL
2022-09-17T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.6,31840,6,2,NULL
2022-09-24T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,31922,6,2,NULL
2022-10-01T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,31930,6,2,NULL
2022-10-08T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,31977,6,2,NULL
2022-10-15T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,32172,6,2,NULL
2022-10-22T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,32433,6,2,NULL
2022-10-29T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,32730,6,2,NULL
2022-11-05T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,32843,6,2,NULL
2022-11-12T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,32844,6,2,NULL
2022-11-19T00:00:00.000,"White, NH",Fully Vaccinated,Any,68.1,32917,6,2,NULL
2022-11-26T00:00:00.000,"White, NH",Fully Vaccinated,Any,68.1,32758,6,2,NULL
2022-12-03T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,32747,6,2,NULL
2022-12-10T00:00:00.000,"White, NH",Fully Vaccinated,Any,68.1,32540,6,2,NULL
2022-12-17T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,32477,6,2,NULL
2022-12-24T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,32339,6,2,NULL
2022-12-31T00:00:00.000,"White, NH",Fully Vaccinated,Any,68.1,32248,6,2,NULL
2023-01-07T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,32259,6,2,NULL
2023-01-14T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,32223,6,2,NULL
2023-01-21T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,32134,6,2,NULL
2023-01-28T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.9,32040,6,2,NULL
2023-02-04T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,31929,6,2,NULL
2023-02-11T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,31855,6,2,NULL
2023-02-18T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,31728,6,2,NULL
2023-02-25T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,31496,6,2,NULL
2023-03-04T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,31259,6,2,NULL
2023-03-11T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,30985,6,2,NULL
2023-03-18T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,30691,6,2,NULL
2023-03-25T00:00:00.000,"White, NH",Fully Vaccinated,Any,68.1,30290,6,2,NULL
2023-04-01T00:00:00.000,"White, NH",Fully Vaccinated,Any,68.1,29817,6,2,NULL
2023-04-08T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,29305,6,2,NULL
2023-04-15T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,28612,6,2,NULL
2023-04-22T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,27772,6,2,NULL
2023-04-29T00:00:00.000,"White, NH",Fully Vaccinated,Any,68.1,26849,6,2,NULL
2023-05-06T00:00:00.000,"White, NH",Fully Vaccinated,Any,68,25922,6,2,NULL
2023-05-13T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.9,24880,6,2,NULL
2023-05-20T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.8,23943,6,2,NULL
2023-05-27T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,22974,6,2,NULL
2023-06-03T00:00:00.000,"White, NH",Fully Vaccinated,Any,67.7,22085,6,2,NULL
2022-02-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,2.1,102158,1,1,2
2022-02-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.9,102250,1,1,2
2022-03-05T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.8,102305,1,1,2
2022-03-12T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.7,102234,1,1,2
2022-03-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.7,102132,1,1,2
2022-03-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.6,102044,1,1,2
2022-04-02T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.6,101916,1,1,2
2022-04-09T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.5,101836,1,1,2
2022-04-16T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.5,101844,1,1,2
2022-04-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.4,101838,1,1,2
2022-04-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.4,101818,1,1,2
2022-05-07T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.3,101806,1,1,2
2022-05-14T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.3,101657,1,1,2
2022-05-21T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.2,101596,1,1,2
2022-05-28T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.2,101453,1,1,2
2022-06-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.1,101248,1,1,2
2022-06-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1,101227,1,1,2
2022-06-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.9,101178,1,1,2
2022-06-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.9,101270,1,1,2
2022-07-02T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.8,101364,1,1,2
2022-07-09T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.7,101381,1,1,2
2022-07-16T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.7,101607,1,1,2
2022-07-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.6,101548,1,1,2
2022-07-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.6,101475,1,1,2
2022-08-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.6,101515,1,1,2
2022-08-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.5,101408,1,1,2
2022-08-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.5,101419,1,1,2
2022-08-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.4,101347,1,1,2
2022-09-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.4,101149,1,1,2
2022-09-10T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.4,100842,1,1,2
2022-09-17T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.4,100832,1,1,2
2022-09-24T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,100885,1,1,2
2022-10-01T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,100903,1,1,2
2022-10-08T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,101037,1,1,2
2022-10-15T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,101436,1,1,2
2022-10-22T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,101932,1,1,2
2022-10-29T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,102400,1,1,2
2022-11-05T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,102759,1,1,2
2022-11-12T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,102937,1,1,2
2022-11-19T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,103142,1,1,2
2022-11-26T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,102794,1,1,2
2022-12-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,102932,1,1,2
2022-12-10T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,102461,1,1,2
2022-12-17T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,102445,1,1,2
2022-12-24T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,102294,1,1,2
2022-12-31T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,102051,1,1,2
2023-01-07T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,102268,1,1,2
2023-01-14T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,102234,1,1,2
2023-01-21T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,102047,1,1,2
2023-01-28T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,101871,1,1,2
2023-02-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,101644,1,1,2
2023-02-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,101282,1,1,2
2023-02-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,100858,1,1,2
2023-02-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,100257,1,1,2
2023-03-04T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,99665,1,1,2
2023-03-11T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,98855,1,1,2
2023-03-18T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,97960,1,1,2
2023-03-25T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,96831,1,1,2
2023-04-01T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,95338,1,1,2
2023-04-08T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,93718,1,1,2
2023-04-15T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,91606,1,1,2
2023-04-22T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,89003,1,1,2
2023-04-29T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,86174,1,1,2
2023-05-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,83188,1,1,2
2023-05-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,79925,1,1,2
2023-05-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,76756,1,1,2
2023-05-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,73590,1,1,2
2023-06-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,70671,1,1,2
2021-01-09T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0,103890,1,1,1
2021-01-16T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0,104250,1,1,1
2021-01-23T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.1,104326,1,1,1
2021-01-30T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.2,104623,1,1,1
2021-02-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.4,104946,1,1,1
2021-02-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.6,104927,1,1,1
2021-02-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,0.9,105005,1,1,1
2021-02-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,1.2,105186,1,1,1
2021-03-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,1.6,105374,1,1,1
2021-03-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,1.9,105426,1,1,1
2021-03-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,2.4,105416,1,1,1
2021-03-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,2.9,105411,1,1,1
2021-04-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,3.5,105268,1,1,1
2021-04-10T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,4.2,105282,1,1,1
2021-04-17T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,5,105334,1,1,1
2021-04-24T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,5.9,105124,1,1,1
2021-05-01T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,6.9,105018,1,1,1
2021-05-08T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,7.9,104992,1,1,1
